mIoU: 52.52 | aAcc: 81.20 | Processed: 45 | Avg. Transfer: 2547.56 KB/image:   2%|▏         | 44/2000 [04:16<2:49:17,  5.19s/it]
mIoU: 52.52 | aAcc: 81.20 | Processed: 45 | Avg. Transfer: 2547.56 KB/image:   2%|▏         | 45/2000 [04:16<2:56:03,  5.40s/it]
mIoU: 53.17 | aAcc: 81.59 | Processed: 46 | Avg. Transfer: 2558.10 KB/image:   2%|▏         | 45/2000 [04:21<2:56:03,  5.40s/it]
mIoU: 53.17 | aAcc: 81.59 | Processed: 46 | Avg. Transfer: 2558.10 KB/image:   2%|▏         | 46/2000 [04:21<2:49:16,  5.20s/it]
mIoU: 53.19 | aAcc: 81.68 | Processed: 47 | Avg. Transfer: 2541.21 KB/image:   2%|▏         | 46/2000 [04:25<2:49:16,  5.20s/it]
mIoU: 53.19 | aAcc: 81.68 | Processed: 47 | Avg. Transfer: 2541.21 KB/image:   2%|▏         | 47/2000 [04:25<2:42:15,  4.98s/it]
mIoU: 53.61 | aAcc: 81.77 | Processed: 48 | Avg. Transfer: 2521.16 KB/image:   2%|▏         | 47/2000 [04:30<2:42:15,  4.98s/it]
mIoU: 53.61 | aAcc: 81.77 | Processed: 48 | Avg. Transfer: 2521.16 KB/image:   2%|▏         | 48/2000 [04:30<2:41:19,  4.96s/it]
mIoU: 52.36 | aAcc: 81.73 | Processed: 49 | Avg. Transfer: 2520.30 KB/image:   2%|▏         | 48/2000 [04:35<2:41:19,  4.96s/it]
mIoU: 52.36 | aAcc: 81.73 | Processed: 49 | Avg. Transfer: 2520.30 KB/image:   2%|▏         | 49/2000 [04:35<2:40:45,  4.94s/it]
mIoU: 51.96 | aAcc: 81.90 | Processed: 50 | Avg. Transfer: 2493.60 KB/image:   2%|▏         | 49/2000 [04:40<2:40:45,  4.94s/it]
mIoU: 51.96 | aAcc: 81.90 | Processed: 50 | Avg. Transfer: 2493.60 KB/image:   2%|▎         | 50/2000 [04:40<2:45:00,  5.08s/it]
mIoU: 52.53 | aAcc: 82.34 | Processed: 51 | Avg. Transfer: 2472.91 KB/image:   2%|▎         | 50/2000 [04:45<2:45:00,  5.08s/it]
mIoU: 52.53 | aAcc: 82.34 | Processed: 51 | Avg. Transfer: 2472.91 KB/image:   3%|▎         | 51/2000 [04:45<2:40:23,  4.94s/it]
mIoU: 52.48 | aAcc: 82.18 | Processed: 52 | Avg. Transfer: 2481.39 KB/image:   3%|▎         | 51/2000 [04:50<2:40:23,  4.94s/it]
mIoU: 52.48 | aAcc: 82.18 | Processed: 52 | Avg. Transfer: 2481.39 KB/image:   3%|▎         | 52/2000 [04:50<2:40:54,  4.96s/it]
mIoU: 52.14 | aAcc: 82.14 | Processed: 53 | Avg. Transfer: 2470.79 KB/image:   3%|▎         | 52/2000 [04:55<2:40:54,  4.96s/it]
mIoU: 52.14 | aAcc: 82.14 | Processed: 53 | Avg. Transfer: 2470.79 KB/image:   3%|▎         | 53/2000 [04:55<2:42:05,  4.99s/it]
mIoU: 52.19 | aAcc: 82.21 | Processed: 54 | Avg. Transfer: 2476.03 KB/image:   3%|▎         | 53/2000 [05:00<2:42:05,  4.99s/it]
mIoU: 52.19 | aAcc: 82.21 | Processed: 54 | Avg. Transfer: 2476.03 KB/image:   3%|▎         | 54/2000 [05:00<2:43:05,  5.03s/it]
mIoU: 52.24 | aAcc: 82.61 | Processed: 55 | Avg. Transfer: 2466.18 KB/image:   3%|▎         | 54/2000 [05:05<2:43:05,  5.03s/it]
mIoU: 52.24 | aAcc: 82.61 | Processed: 55 | Avg. Transfer: 2466.18 KB/image:   3%|▎         | 55/2000 [05:05<2:38:57,  4.90s/it]
mIoU: 53.07 | aAcc: 82.94 | Processed: 56 | Avg. Transfer: 2470.20 KB/image:   3%|▎         | 55/2000 [05:10<2:38:57,  4.90s/it]
mIoU: 53.07 | aAcc: 82.94 | Processed: 56 | Avg. Transfer: 2470.20 KB/image:   3%|▎         | 56/2000 [05:10<2:40:43,  4.96s/it]
mIoU: 52.97 | aAcc: 83.32 | Processed: 57 | Avg. Transfer: 2462.75 KB/image:   3%|▎         | 56/2000 [05:15<2:40:43,  4.96s/it]
mIoU: 52.97 | aAcc: 83.32 | Processed: 57 | Avg. Transfer: 2462.75 KB/image:   3%|▎         | 57/2000 [05:15<2:44:45,  5.09s/it]
mIoU: 52.44 | aAcc: 83.14 | Processed: 58 | Avg. Transfer: 2463.10 KB/image:   3%|▎         | 57/2000 [05:20<2:44:45,  5.09s/it]
mIoU: 52.44 | aAcc: 83.14 | Processed: 58 | Avg. Transfer: 2463.10 KB/image:   3%|▎         | 58/2000 [05:20<2:38:03,  4.88s/it]
mIoU: 52.46 | aAcc: 83.19 | Processed: 59 | Avg. Transfer: 2449.55 KB/image:   3%|▎         | 58/2000 [05:24<2:38:03,  4.88s/it]
mIoU: 52.46 | aAcc: 83.19 | Processed: 59 | Avg. Transfer: 2449.55 KB/image:   3%|▎         | 59/2000 [05:24<2:28:33,  4.59s/it]
mIoU: 51.90 | aAcc: 82.96 | Processed: 60 | Avg. Transfer: 2434.10 KB/image:   3%|▎         | 59/2000 [05:29<2:28:33,  4.59s/it]
mIoU: 51.90 | aAcc: 82.96 | Processed: 60 | Avg. Transfer: 2434.10 KB/image:   3%|▎         | 60/2000 [05:29<2:38:22,  4.90s/it]
mIoU: 52.36 | aAcc: 82.97 | Processed: 61 | Avg. Transfer: 2425.05 KB/image:   3%|▎         | 60/2000 [05:33<2:38:22,  4.90s/it]
mIoU: 52.36 | aAcc: 82.97 | Processed: 61 | Avg. Transfer: 2425.05 KB/image:   3%|▎         | 61/2000 [05:33<2:30:23,  4.65s/it]
mIoU: 52.43 | aAcc: 82.97 | Processed: 62 | Avg. Transfer: 2444.51 KB/image:   3%|▎         | 61/2000 [05:39<2:30:23,  4.65s/it]
mIoU: 52.43 | aAcc: 82.97 | Processed: 62 | Avg. Transfer: 2444.51 KB/image:   3%|▎         | 62/2000 [05:39<2:37:33,  4.88s/it]
mIoU: 52.48 | aAcc: 83.33 | Processed: 63 | Avg. Transfer: 2436.30 KB/image:   3%|▎         | 62/2000 [05:44<2:37:33,  4.88s/it]
mIoU: 52.48 | aAcc: 83.33 | Processed: 63 | Avg. Transfer: 2436.30 KB/image:   3%|▎         | 63/2000 [05:44<2:39:31,  4.94s/it]
mIoU: 52.65 | aAcc: 83.37 | Processed: 64 | Avg. Transfer: 2417.92 KB/image:   3%|▎         | 63/2000 [05:47<2:39:31,  4.94s/it]
mIoU: 52.65 | aAcc: 83.37 | Processed: 64 | Avg. Transfer: 2417.92 KB/image:   3%|▎         | 64/2000 [05:47<2:27:24,  4.57s/it]
mIoU: 52.89 | aAcc: 83.39 | Processed: 65 | Avg. Transfer: 2414.89 KB/image:   3%|▎         | 64/2000 [05:53<2:27:24,  4.57s/it]
mIoU: 52.89 | aAcc: 83.39 | Processed: 65 | Avg. Transfer: 2414.89 KB/image:   3%|▎         | 65/2000 [05:53<2:31:40,  4.70s/it]
mIoU: 52.98 | aAcc: 83.42 | Processed: 66 | Avg. Transfer: 2406.38 KB/image:   3%|▎         | 65/2000 [05:57<2:31:40,  4.70s/it]
mIoU: 52.98 | aAcc: 83.42 | Processed: 66 | Avg. Transfer: 2406.38 KB/image:   3%|▎         | 66/2000 [05:57<2:26:45,  4.55s/it]
mIoU: 53.35 | aAcc: 83.46 | Processed: 67 | Avg. Transfer: 2393.83 KB/image:   3%|▎         | 66/2000 [06:01<2:26:45,  4.55s/it]
mIoU: 53.35 | aAcc: 83.46 | Processed: 67 | Avg. Transfer: 2393.83 KB/image:   3%|▎         | 67/2000 [06:01<2:24:09,  4.47s/it]
mIoU: 53.68 | aAcc: 83.74 | Processed: 68 | Avg. Transfer: 2385.63 KB/image:   3%|▎         | 67/2000 [06:06<2:24:09,  4.47s/it]
mIoU: 53.68 | aAcc: 83.74 | Processed: 68 | Avg. Transfer: 2385.63 KB/image:   3%|▎         | 68/2000 [06:06<2:29:09,  4.63s/it]
mIoU: 52.55 | aAcc: 83.57 | Processed: 69 | Avg. Transfer: 2385.67 KB/image:   3%|▎         | 68/2000 [06:11<2:29:09,  4.63s/it]
mIoU: 52.55 | aAcc: 83.57 | Processed: 69 | Avg. Transfer: 2385.67 KB/image:   3%|▎         | 69/2000 [06:11<2:32:38,  4.74s/it]
mIoU: 52.23 | aAcc: 83.89 | Processed: 70 | Avg. Transfer: 2390.19 KB/image:   3%|▎         | 69/2000 [06:16<2:32:38,  4.74s/it]
mIoU: 52.23 | aAcc: 83.89 | Processed: 70 | Avg. Transfer: 2390.19 KB/image:   4%|▎         | 70/2000 [06:16<2:38:48,  4.94s/it]
mIoU: 52.38 | aAcc: 84.10 | Processed: 71 | Avg. Transfer: 2392.17 KB/image:   4%|▎         | 70/2000 [06:21<2:38:48,  4.94s/it]
mIoU: 52.38 | aAcc: 84.10 | Processed: 71 | Avg. Transfer: 2392.17 KB/image:   4%|▎         | 71/2000 [06:21<2:38:32,  4.93s/it]
mIoU: 52.03 | aAcc: 84.09 | Processed: 72 | Avg. Transfer: 2394.88 KB/image:   4%|▎         | 71/2000 [06:26<2:38:32,  4.93s/it]
mIoU: 52.03 | aAcc: 84.09 | Processed: 72 | Avg. Transfer: 2394.88 KB/image:   4%|▎         | 72/2000 [06:26<2:36:12,  4.86s/it]
mIoU: 51.79 | aAcc: 84.06 | Processed: 73 | Avg. Transfer: 2399.81 KB/image:   4%|▎         | 72/2000 [06:31<2:36:12,  4.86s/it]
mIoU: 51.79 | aAcc: 84.06 | Processed: 73 | Avg. Transfer: 2399.81 KB/image:   4%|▎         | 73/2000 [06:31<2:38:13,  4.93s/it]
mIoU: 51.99 | aAcc: 84.07 | Processed: 74 | Avg. Transfer: 2420.78 KB/image:   4%|▎         | 73/2000 [06:37<2:38:13,  4.93s/it]
mIoU: 51.99 | aAcc: 84.07 | Processed: 74 | Avg. Transfer: 2420.78 KB/image:   4%|▎         | 74/2000 [06:37<2:46:43,  5.19s/it]
mIoU: 53.10 | aAcc: 84.31 | Processed: 75 | Avg. Transfer: 2417.91 KB/image:   4%|▎         | 74/2000 [06:42<2:46:43,  5.19s/it]
mIoU: 53.10 | aAcc: 84.31 | Processed: 75 | Avg. Transfer: 2417.91 KB/image:   4%|▍         | 75/2000 [06:42<2:42:45,  5.07s/it]
mIoU: 53.31 | aAcc: 84.59 | Processed: 76 | Avg. Transfer: 2424.39 KB/image:   4%|▍         | 75/2000 [06:46<2:42:45,  5.07s/it]
mIoU: 53.31 | aAcc: 84.59 | Processed: 76 | Avg. Transfer: 2424.39 KB/image:   4%|▍         | 76/2000 [06:46<2:38:02,  4.93s/it]
mIoU: 53.65 | aAcc: 84.59 | Processed: 77 | Avg. Transfer: 2422.82 KB/image:   4%|▍         | 76/2000 [06:51<2:38:02,  4.93s/it]
