mIoU: 55.89 | aAcc: 85.71 | Processed: 477 | Avg. Transfer: 2391.17 KB/image:  24%|██▍       | 477/2000 [38:33<59:14,  2.33s/it]  
mIoU: 55.90 | aAcc: 85.71 | Processed: 478 | Avg. Transfer: 2392.28 KB/image:  24%|██▍       | 477/2000 [38:35<59:14,  2.33s/it]
mIoU: 55.90 | aAcc: 85.71 | Processed: 478 | Avg. Transfer: 2392.28 KB/image:  24%|██▍       | 478/2000 [38:35<59:45,  2.36s/it]
mIoU: 55.90 | aAcc: 85.72 | Processed: 479 | Avg. Transfer: 2393.40 KB/image:  24%|██▍       | 478/2000 [38:37<59:45,  2.36s/it]
mIoU: 55.90 | aAcc: 85.72 | Processed: 479 | Avg. Transfer: 2393.40 KB/image:  24%|██▍       | 479/2000 [38:37<59:16,  2.34s/it]
mIoU: 55.89 | aAcc: 85.70 | Processed: 480 | Avg. Transfer: 2392.60 KB/image:  24%|██▍       | 479/2000 [38:40<59:16,  2.34s/it]
mIoU: 55.89 | aAcc: 85.70 | Processed: 480 | Avg. Transfer: 2392.60 KB/image:  24%|██▍       | 480/2000 [38:40<57:30,  2.27s/it]
mIoU: 55.85 | aAcc: 85.69 | Processed: 481 | Avg. Transfer: 2393.84 KB/image:  24%|██▍       | 480/2000 [38:42<57:30,  2.27s/it]
mIoU: 55.85 | aAcc: 85.69 | Processed: 481 | Avg. Transfer: 2393.84 KB/image:  24%|██▍       | 481/2000 [38:42<1:02:06,  2.45s/it]
mIoU: 55.84 | aAcc: 85.68 | Processed: 482 | Avg. Transfer: 2393.00 KB/image:  24%|██▍       | 481/2000 [38:45<1:02:06,  2.45s/it]
mIoU: 55.84 | aAcc: 85.68 | Processed: 482 | Avg. Transfer: 2393.00 KB/image:  24%|██▍       | 482/2000 [38:45<1:01:08,  2.42s/it]
mIoU: 55.84 | aAcc: 85.69 | Processed: 483 | Avg. Transfer: 2392.75 KB/image:  24%|██▍       | 482/2000 [38:47<1:01:08,  2.42s/it]
mIoU: 55.84 | aAcc: 85.69 | Processed: 483 | Avg. Transfer: 2392.75 KB/image:  24%|██▍       | 483/2000 [38:47<1:03:05,  2.50s/it]
mIoU: 55.84 | aAcc: 85.70 | Processed: 484 | Avg. Transfer: 2391.50 KB/image:  24%|██▍       | 483/2000 [38:50<1:03:05,  2.50s/it]
mIoU: 55.84 | aAcc: 85.70 | Processed: 484 | Avg. Transfer: 2391.50 KB/image:  24%|██▍       | 484/2000 [38:50<1:00:48,  2.41s/it]
mIoU: 55.86 | aAcc: 85.72 | Processed: 485 | Avg. Transfer: 2393.27 KB/image:  24%|██▍       | 484/2000 [38:55<1:00:48,  2.41s/it]
mIoU: 55.86 | aAcc: 85.72 | Processed: 485 | Avg. Transfer: 2393.27 KB/image:  24%|██▍       | 485/2000 [38:55<1:24:56,  3.36s/it]
mIoU: 56.26 | aAcc: 85.72 | Processed: 486 | Avg. Transfer: 2393.60 KB/image:  24%|██▍       | 485/2000 [39:00<1:24:56,  3.36s/it]
mIoU: 56.26 | aAcc: 85.72 | Processed: 486 | Avg. Transfer: 2393.60 KB/image:  24%|██▍       | 486/2000 [39:00<1:34:11,  3.73s/it]
mIoU: 56.32 | aAcc: 85.74 | Processed: 487 | Avg. Transfer: 2393.70 KB/image:  24%|██▍       | 486/2000 [39:05<1:34:11,  3.73s/it]
mIoU: 56.32 | aAcc: 85.74 | Processed: 487 | Avg. Transfer: 2393.70 KB/image:  24%|██▍       | 487/2000 [39:05<1:46:04,  4.21s/it]
mIoU: 56.32 | aAcc: 85.75 | Processed: 488 | Avg. Transfer: 2393.55 KB/image:  24%|██▍       | 487/2000 [39:11<1:46:04,  4.21s/it]
mIoU: 56.32 | aAcc: 85.75 | Processed: 488 | Avg. Transfer: 2393.55 KB/image:  24%|██▍       | 488/2000 [39:11<1:55:42,  4.59s/it]
mIoU: 56.28 | aAcc: 85.71 | Processed: 489 | Avg. Transfer: 2396.11 KB/image:  24%|██▍       | 488/2000 [39:17<1:55:42,  4.59s/it]
mIoU: 56.28 | aAcc: 85.71 | Processed: 489 | Avg. Transfer: 2396.11 KB/image:  24%|██▍       | 489/2000 [39:17<2:07:05,  5.05s/it]
mIoU: 56.26 | aAcc: 85.71 | Processed: 490 | Avg. Transfer: 2394.13 KB/image:  24%|██▍       | 489/2000 [39:23<2:07:05,  5.05s/it]
mIoU: 56.26 | aAcc: 85.71 | Processed: 490 | Avg. Transfer: 2394.13 KB/image:  24%|██▍       | 490/2000 [39:23<2:12:44,  5.27s/it]
mIoU: 56.27 | aAcc: 85.73 | Processed: 491 | Avg. Transfer: 2393.09 KB/image:  24%|██▍       | 490/2000 [39:28<2:12:44,  5.27s/it]
mIoU: 56.27 | aAcc: 85.73 | Processed: 491 | Avg. Transfer: 2393.09 KB/image:  25%|██▍       | 491/2000 [39:28<2:12:45,  5.28s/it]
mIoU: 56.27 | aAcc: 85.73 | Processed: 492 | Avg. Transfer: 2392.94 KB/image:  25%|██▍       | 491/2000 [39:33<2:12:45,  5.28s/it]
mIoU: 56.27 | aAcc: 85.73 | Processed: 492 | Avg. Transfer: 2392.94 KB/image:  25%|██▍       | 492/2000 [39:33<2:11:21,  5.23s/it]
mIoU: 56.30 | aAcc: 85.73 | Processed: 493 | Avg. Transfer: 2392.54 KB/image:  25%|██▍       | 492/2000 [39:38<2:11:21,  5.23s/it]
mIoU: 56.30 | aAcc: 85.73 | Processed: 493 | Avg. Transfer: 2392.54 KB/image:  25%|██▍       | 493/2000 [39:38<2:08:54,  5.13s/it]
mIoU: 56.30 | aAcc: 85.73 | Processed: 494 | Avg. Transfer: 2391.09 KB/image:  25%|██▍       | 493/2000 [39:41<2:08:54,  5.13s/it]
mIoU: 56.30 | aAcc: 85.73 | Processed: 494 | Avg. Transfer: 2391.09 KB/image:  25%|██▍       | 494/2000 [39:41<1:56:28,  4.64s/it]
mIoU: 56.30 | aAcc: 85.74 | Processed: 495 | Avg. Transfer: 2392.06 KB/image:  25%|██▍       | 494/2000 [39:47<1:56:28,  4.64s/it]
mIoU: 56.30 | aAcc: 85.74 | Processed: 495 | Avg. Transfer: 2392.06 KB/image:  25%|██▍       | 495/2000 [39:47<2:04:17,  4.96s/it]
mIoU: 56.37 | aAcc: 85.78 | Processed: 496 | Avg. Transfer: 2391.19 KB/image:  25%|██▍       | 495/2000 [39:52<2:04:17,  4.96s/it]
mIoU: 56.37 | aAcc: 85.78 | Processed: 496 | Avg. Transfer: 2391.19 KB/image:  25%|██▍       | 496/2000 [39:52<2:05:22,  5.00s/it]
mIoU: 56.79 | aAcc: 85.78 | Processed: 497 | Avg. Transfer: 2390.11 KB/image:  25%|██▍       | 496/2000 [39:57<2:05:22,  5.00s/it]
mIoU: 56.79 | aAcc: 85.78 | Processed: 497 | Avg. Transfer: 2390.11 KB/image:  25%|██▍       | 497/2000 [39:57<2:07:24,  5.09s/it]
mIoU: 56.79 | aAcc: 85.79 | Processed: 498 | Avg. Transfer: 2389.92 KB/image:  25%|██▍       | 497/2000 [40:02<2:07:24,  5.09s/it]
mIoU: 56.79 | aAcc: 85.79 | Processed: 498 | Avg. Transfer: 2389.92 KB/image:  25%|██▍       | 498/2000 [40:02<2:00:07,  4.80s/it]
mIoU: 56.79 | aAcc: 85.83 | Processed: 499 | Avg. Transfer: 2390.73 KB/image:  25%|██▍       | 498/2000 [40:07<2:00:07,  4.80s/it]
mIoU: 56.79 | aAcc: 85.83 | Processed: 499 | Avg. Transfer: 2390.73 KB/image:  25%|██▍       | 499/2000 [40:07<2:06:36,  5.06s/it]
mIoU: 56.85 | aAcc: 85.86 | Processed: 500 | Avg. Transfer: 2390.92 KB/image:  25%|██▍       | 499/2000 [40:12<2:06:36,  5.06s/it]
mIoU: 56.85 | aAcc: 85.86 | Processed: 500 | Avg. Transfer: 2390.92 KB/image:  25%|██▌       | 500/2000 [40:12<2:06:10,  5.05s/it]
mIoU: 56.82 | aAcc: 85.85 | Processed: 501 | Avg. Transfer: 2391.79 KB/image:  25%|██▌       | 500/2000 [40:17<2:06:10,  5.05s/it]
mIoU: 56.82 | aAcc: 85.85 | Processed: 501 | Avg. Transfer: 2391.79 KB/image:  25%|██▌       | 501/2000 [40:17<2:07:53,  5.12s/it]
mIoU: 56.81 | aAcc: 85.84 | Processed: 502 | Avg. Transfer: 2392.42 KB/image:  25%|██▌       | 501/2000 [40:23<2:07:53,  5.12s/it]
mIoU: 56.81 | aAcc: 85.84 | Processed: 502 | Avg. Transfer: 2392.42 KB/image:  25%|██▌       | 502/2000 [40:23<2:13:51,  5.36s/it]
mIoU: 56.81 | aAcc: 85.77 | Processed: 503 | Avg. Transfer: 2393.06 KB/image:  25%|██▌       | 502/2000 [40:29<2:13:51,  5.36s/it]
mIoU: 56.81 | aAcc: 85.77 | Processed: 503 | Avg. Transfer: 2393.06 KB/image:  25%|██▌       | 503/2000 [40:29<2:11:45,  5.28s/it]
mIoU: 56.70 | aAcc: 85.77 | Processed: 504 | Avg. Transfer: 2392.52 KB/image:  25%|██▌       | 503/2000 [40:34<2:11:45,  5.28s/it]
mIoU: 56.70 | aAcc: 85.77 | Processed: 504 | Avg. Transfer: 2392.52 KB/image:  25%|██▌       | 504/2000 [40:34<2:10:19,  5.23s/it]
mIoU: 56.71 | aAcc: 85.78 | Processed: 505 | Avg. Transfer: 2392.52 KB/image:  25%|██▌       | 504/2000 [40:38<2:10:19,  5.23s/it]
mIoU: 56.71 | aAcc: 85.78 | Processed: 505 | Avg. Transfer: 2392.52 KB/image:  25%|██▌       | 505/2000 [40:38<2:04:40,  5.00s/it]
mIoU: 56.71 | aAcc: 85.79 | Processed: 506 | Avg. Transfer: 2391.87 KB/image:  25%|██▌       | 505/2000 [40:44<2:04:40,  5.00s/it]
mIoU: 56.71 | aAcc: 85.79 | Processed: 506 | Avg. Transfer: 2391.87 KB/image:  25%|██▌       | 506/2000 [40:44<2:09:05,  5.18s/it]
mIoU: 56.79 | aAcc: 85.81 | Processed: 507 | Avg. Transfer: 2391.07 KB/image:  25%|██▌       | 506/2000 [40:49<2:09:05,  5.18s/it]
mIoU: 56.79 | aAcc: 85.81 | Processed: 507 | Avg. Transfer: 2391.07 KB/image:  25%|██▌       | 507/2000 [40:49<2:09:11,  5.19s/it]
mIoU: 56.80 | aAcc: 85.81 | Processed: 508 | Avg. Transfer: 2390.64 KB/image:  25%|██▌       | 507/2000 [40:54<2:09:11,  5.19s/it]
mIoU: 56.80 | aAcc: 85.81 | Processed: 508 | Avg. Transfer: 2390.64 KB/image:  25%|██▌       | 508/2000 [40:54<2:05:17,  5.04s/it]
mIoU: 56.79 | aAcc: 85.79 | Processed: 509 | Avg. Transfer: 2388.65 KB/image:  25%|██▌       | 508/2000 [40:58<2:05:17,  5.04s/it]
mIoU: 56.79 | aAcc: 85.79 | Processed: 509 | Avg. Transfer: 2388.65 KB/image:  25%|██▌       | 509/2000 [40:58<2:03:30,  4.97s/it]
mIoU: 56.73 | aAcc: 85.77 | Processed: 510 | Avg. Transfer: 2388.69 KB/image:  25%|██▌       | 509/2000 [41:03<2:03:30,  4.97s/it]
mIoU: 56.73 | aAcc: 85.77 | Processed: 510 | Avg. Transfer: 2388.69 KB/image:  26%|██▌       | 510/2000 [41:03<1:59:10,  4.80s/it]
mIoU: 56.95 | aAcc: 85.80 | Processed: 511 | Avg. Transfer: 2389.53 KB/image:  26%|██▌       | 510/2000 [41:08<1:59:10,  4.80s/it]
mIoU: 56.95 | aAcc: 85.80 | Processed: 511 | Avg. Transfer: 2389.53 KB/image:  26%|██▌       | 511/2000 [41:08<2:05:41,  5.06s/it]
mIoU: 56.92 | aAcc: 85.82 | Processed: 512 | Avg. Transfer: 2390.35 KB/image:  26%|██▌       | 511/2000 [41:13<2:05:41,  5.06s/it]
mIoU: 56.92 | aAcc: 85.82 | Processed: 512 | Avg. Transfer: 2390.35 KB/image:  26%|██▌       | 512/2000 [41:13<2:05:13,  5.05s/it]
mIoU: 57.00 | aAcc: 85.84 | Processed: 513 | Avg. Transfer: 2391.15 KB/image:  26%|██▌       | 512/2000 [41:19<2:05:13,  5.05s/it]
mIoU: 57.00 | aAcc: 85.84 | Processed: 513 | Avg. Transfer: 2391.15 KB/image:  26%|██▌       | 513/2000 [41:19<2:08:26,  5.18s/it]
mIoU: 56.91 | aAcc: 85.79 | Processed: 514 | Avg. Transfer: 2392.22 KB/image:  26%|██▌       | 513/2000 [41:24<2:08:26,  5.18s/it]
mIoU: 56.91 | aAcc: 85.79 | Processed: 514 | Avg. Transfer: 2392.22 KB/image:  26%|██▌       | 514/2000 [41:24<2:10:44,  5.28s/it]
mIoU: 56.92 | aAcc: 85.81 | Processed: 515 | Avg. Transfer: 2392.50 KB/image:  26%|██▌       | 514/2000 [41:30<2:10:44,  5.28s/it]
mIoU: 56.92 | aAcc: 85.81 | Processed: 515 | Avg. Transfer: 2392.50 KB/image:  26%|██▌       | 515/2000 [41:30<2:15:14,  5.46s/it]
mIoU: 56.93 | aAcc: 85.83 | Processed: 516 | Avg. Transfer: 2393.22 KB/image:  26%|██▌       | 515/2000 [41:36<2:15:14,  5.46s/it]
mIoU: 56.93 | aAcc: 85.83 | Processed: 516 | Avg. Transfer: 2393.22 KB/image:  26%|██▌       | 516/2000 [41:36<2:14:48,  5.45s/it]
mIoU: 56.94 | aAcc: 85.83 | Processed: 517 | Avg. Transfer: 2392.40 KB/image:  26%|██▌       | 516/2000 [41:41<2:14:48,  5.45s/it]
mIoU: 56.94 | aAcc: 85.83 | Processed: 517 | Avg. Transfer: 2392.40 KB/image:  26%|██▌       | 517/2000 [41:41<2:13:25,  5.40s/it]
mIoU: 56.92 | aAcc: 85.80 | Processed: 518 | Avg. Transfer: 2393.44 KB/image:  26%|██▌       | 517/2000 [41:46<2:13:25,  5.40s/it]
mIoU: 56.92 | aAcc: 85.80 | Processed: 518 | Avg. Transfer: 2393.44 KB/image:  26%|██▌       | 518/2000 [41:46<2:11:52,  5.34s/it]
mIoU: 57.00 | aAcc: 85.81 | Processed: 519 | Avg. Transfer: 2392.87 KB/image:  26%|██▌       | 518/2000 [41:52<2:11:52,  5.34s/it]
mIoU: 57.00 | aAcc: 85.81 | Processed: 519 | Avg. Transfer: 2392.87 KB/image:  26%|██▌       | 519/2000 [41:52<2:13:47,  5.42s/it]
mIoU: 57.06 | aAcc: 85.82 | Processed: 520 | Avg. Transfer: 2393.15 KB/image:  26%|██▌       | 519/2000 [41:57<2:13:47,  5.42s/it]
mIoU: 57.06 | aAcc: 85.82 | Processed: 520 | Avg. Transfer: 2393.15 KB/image:  26%|██▌       | 520/2000 [41:57<2:14:17,  5.44s/it]
mIoU: 57.11 | aAcc: 85.82 | Processed: 521 | Avg. Transfer: 2394.08 KB/image:  26%|██▌       | 520/2000 [42:03<2:14:17,  5.44s/it]
mIoU: 57.11 | aAcc: 85.82 | Processed: 521 | Avg. Transfer: 2394.08 KB/image:  26%|██▌       | 521/2000 [42:03<2:13:09,  5.40s/it]
mIoU: 57.09 | aAcc: 85.79 | Processed: 522 | Avg. Transfer: 2396.37 KB/image:  26%|██▌       | 521/2000 [42:08<2:13:09,  5.40s/it]
mIoU: 57.09 | aAcc: 85.79 | Processed: 522 | Avg. Transfer: 2396.37 KB/image:  26%|██▌       | 522/2000 [42:08<2:11:30,  5.34s/it]
mIoU: 57.15 | aAcc: 85.79 | Processed: 523 | Avg. Transfer: 2395.30 KB/image:  26%|██▌       | 522/2000 [42:13<2:11:30,  5.34s/it]
mIoU: 57.15 | aAcc: 85.79 | Processed: 523 | Avg. Transfer: 2395.30 KB/image:  26%|██▌       | 523/2000 [42:13<2:08:07,  5.20s/it]
mIoU: 57.06 | aAcc: 85.70 | Processed: 524 | Avg. Transfer: 2394.92 KB/image:  26%|██▌       | 523/2000 [42:18<2:08:07,  5.20s/it]
mIoU: 57.06 | aAcc: 85.70 | Processed: 524 | Avg. Transfer: 2394.92 KB/image:  26%|██▌       | 524/2000 [42:18<2:05:59,  5.12s/it]
mIoU: 57.07 | aAcc: 85.71 | Processed: 525 | Avg. Transfer: 2394.21 KB/image:  26%|██▌       | 524/2000 [42:23<2:05:59,  5.12s/it]
mIoU: 57.07 | aAcc: 85.71 | Processed: 525 | Avg. Transfer: 2394.21 KB/image:  26%|██▋       | 525/2000 [42:23<2:08:30,  5.23s/it]
mIoU: 57.02 | aAcc: 85.67 | Processed: 526 | Avg. Transfer: 2394.68 KB/image:  26%|██▋       | 525/2000 [42:28<2:08:30,  5.23s/it]
mIoU: 57.02 | aAcc: 85.67 | Processed: 526 | Avg. Transfer: 2394.68 KB/image:  26%|██▋       | 526/2000 [42:28<2:03:58,  5.05s/it]
mIoU: 56.98 | aAcc: 85.60 | Processed: 527 | Avg. Transfer: 2396.11 KB/image:  26%|██▋       | 526/2000 [42:34<2:03:58,  5.05s/it]
mIoU: 56.98 | aAcc: 85.60 | Processed: 527 | Avg. Transfer: 2396.11 KB/image:  26%|██▋       | 527/2000 [42:34<2:13:40,  5.44s/it]
mIoU: 56.98 | aAcc: 85.60 | Processed: 528 | Avg. Transfer: 2395.20 KB/image:  26%|██▋       | 527/2000 [42:39<2:13:40,  5.44s/it]
mIoU: 56.98 | aAcc: 85.60 | Processed: 528 | Avg. Transfer: 2395.20 KB/image:  26%|██▋       | 528/2000 [42:39<2:10:19,  5.31s/it]
mIoU: 56.99 | aAcc: 85.64 | Processed: 529 | Avg. Transfer: 2395.13 KB/image:  26%|██▋       | 528/2000 [42:44<2:10:19,  5.31s/it]
mIoU: 56.99 | aAcc: 85.64 | Processed: 529 | Avg. Transfer: 2395.13 KB/image:  26%|██▋       | 529/2000 [42:44<2:05:00,  5.10s/it]
mIoU: 57.04 | aAcc: 85.67 | Processed: 530 | Avg. Transfer: 2394.99 KB/image:  26%|██▋       | 529/2000 [42:49<2:05:00,  5.10s/it]
mIoU: 57.04 | aAcc: 85.67 | Processed: 530 | Avg. Transfer: 2394.99 KB/image:  26%|██▋       | 530/2000 [42:49<2:07:08,  5.19s/it]
mIoU: 57.08 | aAcc: 85.61 | Processed: 531 | Avg. Transfer: 2396.09 KB/image:  26%|██▋       | 530/2000 [42:54<2:07:08,  5.19s/it]
mIoU: 57.08 | aAcc: 85.61 | Processed: 531 | Avg. Transfer: 2396.09 KB/image:  27%|██▋       | 531/2000 [42:54<2:07:08,  5.19s/it]
mIoU: 57.04 | aAcc: 85.63 | Processed: 532 | Avg. Transfer: 2396.10 KB/image:  27%|██▋       | 531/2000 [42:59<2:07:08,  5.19s/it]
mIoU: 57.04 | aAcc: 85.63 | Processed: 532 | Avg. Transfer: 2396.10 KB/image:  27%|██▋       | 532/2000 [42:59<2:05:03,  5.11s/it]
mIoU: 56.94 | aAcc: 85.58 | Processed: 533 | Avg. Transfer: 2395.83 KB/image:  27%|██▋       | 532/2000 [43:04<2:05:03,  5.11s/it]
mIoU: 56.94 | aAcc: 85.58 | Processed: 533 | Avg. Transfer: 2395.83 KB/image:  27%|██▋       | 533/2000 [43:04<2:04:43,  5.10s/it]
mIoU: 56.90 | aAcc: 85.57 | Processed: 534 | Avg. Transfer: 2394.22 KB/image:  27%|██▋       | 533/2000 [43:10<2:04:43,  5.10s/it]
mIoU: 56.90 | aAcc: 85.57 | Processed: 534 | Avg. Transfer: 2394.22 KB/image:  27%|██▋       | 534/2000 [43:10<2:06:54,  5.19s/it]
mIoU: 56.90 | aAcc: 85.60 | Processed: 535 | Avg. Transfer: 2394.25 KB/image:  27%|██▋       | 534/2000 [43:15<2:06:54,  5.19s/it]
mIoU: 56.90 | aAcc: 85.60 | Processed: 535 | Avg. Transfer: 2394.25 KB/image:  27%|██▋       | 535/2000 [43:15<2:08:15,  5.25s/it]
mIoU: 56.98 | aAcc: 85.60 | Processed: 536 | Avg. Transfer: 2394.99 KB/image:  27%|██▋       | 535/2000 [43:21<2:08:15,  5.25s/it]
mIoU: 56.98 | aAcc: 85.60 | Processed: 536 | Avg. Transfer: 2394.99 KB/image:  27%|██▋       | 536/2000 [43:21<2:12:13,  5.42s/it]
mIoU: 56.74 | aAcc: 85.57 | Processed: 537 | Avg. Transfer: 2396.62 KB/image:  27%|██▋       | 536/2000 [43:26<2:12:13,  5.42s/it]
mIoU: 56.74 | aAcc: 85.57 | Processed: 537 | Avg. Transfer: 2396.62 KB/image:  27%|██▋       | 537/2000 [43:26<2:12:04,  5.42s/it]
mIoU: 56.69 | aAcc: 85.55 | Processed: 538 | Avg. Transfer: 2396.91 KB/image:  27%|██▋       | 537/2000 [43:32<2:12:04,  5.42s/it]
mIoU: 56.69 | aAcc: 85.55 | Processed: 538 | Avg. Transfer: 2396.91 KB/image:  27%|██▋       | 538/2000 [43:32<2:10:59,  5.38s/it]
mIoU: 56.69 | aAcc: 85.54 | Processed: 539 | Avg. Transfer: 2395.78 KB/image:  27%|██▋       | 538/2000 [43:36<2:10:59,  5.38s/it]
mIoU: 56.69 | aAcc: 85.54 | Processed: 539 | Avg. Transfer: 2395.78 KB/image:  27%|██▋       | 539/2000 [43:36<2:04:34,  5.12s/it]
mIoU: 56.81 | aAcc: 85.54 | Processed: 540 | Avg. Transfer: 2396.15 KB/image:  27%|██▋       | 539/2000 [43:41<2:04:34,  5.12s/it]
mIoU: 56.81 | aAcc: 85.54 | Processed: 540 | Avg. Transfer: 2396.15 KB/image:  27%|██▋       | 540/2000 [43:41<2:04:22,  5.11s/it]
mIoU: 56.81 | aAcc: 85.55 | Processed: 541 | Avg. Transfer: 2394.00 KB/image:  27%|██▋       | 540/2000 [43:47<2:04:22,  5.11s/it]
mIoU: 56.81 | aAcc: 85.55 | Processed: 541 | Avg. Transfer: 2394.00 KB/image:  27%|██▋       | 541/2000 [43:47<2:08:30,  5.28s/it]
mIoU: 56.83 | aAcc: 85.55 | Processed: 542 | Avg. Transfer: 2392.27 KB/image:  27%|██▋       | 541/2000 [43:51<2:08:30,  5.28s/it]
mIoU: 56.83 | aAcc: 85.55 | Processed: 542 | Avg. Transfer: 2392.27 KB/image:  27%|██▋       | 542/2000 [43:51<2:00:43,  4.97s/it]
mIoU: 56.83 | aAcc: 85.56 | Processed: 543 | Avg. Transfer: 2392.22 KB/image:  27%|██▋       | 542/2000 [43:56<2:00:43,  4.97s/it]
mIoU: 56.83 | aAcc: 85.56 | Processed: 543 | Avg. Transfer: 2392.22 KB/image:  27%|██▋       | 543/2000 [43:56<2:00:01,  4.94s/it]
mIoU: 56.84 | aAcc: 85.57 | Processed: 544 | Avg. Transfer: 2393.80 KB/image:  27%|██▋       | 543/2000 [44:01<2:00:01,  4.94s/it]
mIoU: 56.84 | aAcc: 85.57 | Processed: 544 | Avg. Transfer: 2393.80 KB/image:  27%|██▋       | 544/2000 [44:01<2:03:15,  5.08s/it]
mIoU: 56.82 | aAcc: 85.57 | Processed: 545 | Avg. Transfer: 2392.35 KB/image:  27%|██▋       | 544/2000 [44:06<2:03:15,  5.08s/it]
mIoU: 56.82 | aAcc: 85.57 | Processed: 545 | Avg. Transfer: 2392.35 KB/image:  27%|██▋       | 545/2000 [44:06<1:58:19,  4.88s/it]
mIoU: 56.85 | aAcc: 85.58 | Processed: 546 | Avg. Transfer: 2393.20 KB/image:  27%|██▋       | 545/2000 [44:12<1:58:19,  4.88s/it]
mIoU: 56.85 | aAcc: 85.58 | Processed: 546 | Avg. Transfer: 2393.20 KB/image:  27%|██▋       | 546/2000 [44:12<2:04:11,  5.12s/it]
mIoU: 56.82 | aAcc: 85.51 | Processed: 547 | Avg. Transfer: 2393.66 KB/image:  27%|██▋       | 546/2000 [44:17<2:04:11,  5.12s/it]
mIoU: 56.82 | aAcc: 85.51 | Processed: 547 | Avg. Transfer: 2393.66 KB/image:  27%|██▋       | 547/2000 [44:17<2:04:33,  5.14s/it]
mIoU: 56.70 | aAcc: 85.52 | Processed: 548 | Avg. Transfer: 2394.34 KB/image:  27%|██▋       | 547/2000 [44:22<2:04:33,  5.14s/it]
mIoU: 56.70 | aAcc: 85.52 | Processed: 548 | Avg. Transfer: 2394.34 KB/image:  27%|██▋       | 548/2000 [44:22<2:05:40,  5.19s/it]
mIoU: 56.61 | aAcc: 85.53 | Processed: 549 | Avg. Transfer: 2395.52 KB/image:  27%|██▋       | 548/2000 [44:27<2:05:40,  5.19s/it]
mIoU: 56.61 | aAcc: 85.53 | Processed: 549 | Avg. Transfer: 2395.52 KB/image:  27%|██▋       | 549/2000 [44:27<2:02:40,  5.07s/it]
mIoU: 56.60 | aAcc: 85.57 | Processed: 550 | Avg. Transfer: 2394.94 KB/image:  27%|██▋       | 549/2000 [44:32<2:02:40,  5.07s/it]
mIoU: 56.60 | aAcc: 85.57 | Processed: 550 | Avg. Transfer: 2394.94 KB/image:  28%|██▊       | 550/2000 [44:32<2:05:40,  5.20s/it]
mIoU: 56.58 | aAcc: 85.57 | Processed: 551 | Avg. Transfer: 2395.09 KB/image:  28%|██▊       | 550/2000 [44:37<2:05:40,  5.20s/it]
mIoU: 56.58 | aAcc: 85.57 | Processed: 551 | Avg. Transfer: 2395.09 KB/image:  28%|██▊       | 551/2000 [44:37<2:02:47,  5.08s/it]
mIoU: 56.62 | aAcc: 85.59 | Processed: 552 | Avg. Transfer: 2395.12 KB/image:  28%|██▊       | 551/2000 [44:42<2:02:47,  5.08s/it]
mIoU: 56.62 | aAcc: 85.59 | Processed: 552 | Avg. Transfer: 2395.12 KB/image:  28%|██▊       | 552/2000 [44:42<2:02:45,  5.09s/it]
mIoU: 56.61 | aAcc: 85.58 | Processed: 553 | Avg. Transfer: 2394.98 KB/image:  28%|██▊       | 552/2000 [44:47<2:02:45,  5.09s/it]
mIoU: 56.61 | aAcc: 85.58 | Processed: 553 | Avg. Transfer: 2394.98 KB/image:  28%|██▊       | 553/2000 [44:47<1:57:45,  4.88s/it]
mIoU: 56.56 | aAcc: 85.57 | Processed: 554 | Avg. Transfer: 2394.88 KB/image:  28%|██▊       | 553/2000 [44:52<1:57:45,  4.88s/it]
mIoU: 56.56 | aAcc: 85.57 | Processed: 554 | Avg. Transfer: 2394.88 KB/image:  28%|██▊       | 554/2000 [44:52<2:02:04,  5.07s/it]
mIoU: 56.54 | aAcc: 85.57 | Processed: 555 | Avg. Transfer: 2393.53 KB/image:  28%|██▊       | 554/2000 [44:57<2:02:04,  5.07s/it]
mIoU: 56.54 | aAcc: 85.57 | Processed: 555 | Avg. Transfer: 2393.53 KB/image:  28%|██▊       | 555/2000 [44:57<1:58:38,  4.93s/it]
mIoU: 56.55 | aAcc: 85.57 | Processed: 556 | Avg. Transfer: 2392.43 KB/image:  28%|██▊       | 555/2000 [45:02<1:58:38,  4.93s/it]
mIoU: 56.55 | aAcc: 85.57 | Processed: 556 | Avg. Transfer: 2392.43 KB/image:  28%|██▊       | 556/2000 [45:02<1:59:08,  4.95s/it]
mIoU: 56.55 | aAcc: 85.56 | Processed: 557 | Avg. Transfer: 2393.04 KB/image:  28%|██▊       | 556/2000 [45:07<1:59:08,  4.95s/it]
mIoU: 56.55 | aAcc: 85.56 | Processed: 557 | Avg. Transfer: 2393.04 KB/image:  28%|██▊       | 557/2000 [45:07<1:59:25,  4.97s/it]
mIoU: 56.51 | aAcc: 85.51 | Processed: 558 | Avg. Transfer: 2392.88 KB/image:  28%|██▊       | 557/2000 [45:12<1:59:25,  4.97s/it]
mIoU: 56.51 | aAcc: 85.51 | Processed: 558 | Avg. Transfer: 2392.88 KB/image:  28%|██▊       | 558/2000 [45:12<2:00:14,  5.00s/it]
mIoU: 56.45 | aAcc: 85.49 | Processed: 559 | Avg. Transfer: 2394.01 KB/image:  28%|██▊       | 558/2000 [45:17<2:00:14,  5.00s/it]
